time ax ay az wx wy wz hm
481297691 -00.028639 +00.030039 -09.731985 -0.001559 -0.001152 -0.000710 +16.10
481297696 -00.135305 +00.100283 -09.598746 +0.003846 -0.009658 -0.000077 +11.41
481297701 -00.308965 +00.000534 -09.696669 +0.006230 +0.000400 +0.004191 +13.59
481297706 -00.091512 -00.084401 -09.752931 +0.006256 +0.010519 +0.004364 +08.59
481297711 -00.009217 +00.106388 -09.730914 +0.000595 +0.006860 +0.010311 +08.59
481297717 -00.119385 +00.265078 -09.920469 -0.001181 -0.003892 +0.009188 +06.28
481297722 -00.119385 +00.265078 -09.920469 -0.005045 -0.005875 +0.011529 +19.98
481297727 -00.167756 +00.145937 -09.946106 -0.007046 -0.001907 +0.004613 +08.51
481297732 -00.066919 +00.073535 -09.812755 -0.007046 -0.001907 +0.004613 +05.19
481297737 -00.265288 -00.084532 -09.783010 -0.007046 -0.001907 +0.004613 +14.72
481297742 -00.289284 -00.089006 -09.826128 +0.005449 +0.001069 +0.002460 +14.72
481297747 -00.037987 -00.002598 -09.827690 +0.004436 +0.003846 +0.008905 +12.57
481297752 -00.037987 -00.002598 -09.827690 +0.002214 +0.010101 +0.009064 +09.68
481297757 +00.068336 +00.216511 -09.762273 +0.002705 +0.010283 +0.007966 +13.05
481297762 -00.003914 +00.207282 -09.820151 -0.000303 +0.006167 +0.003706 +06.79
481297767 -00.057582 +00.044325 -09.736829 -0.001856 +0.006243 -0.001014 +00.80
481297772 -00.231886 -00.004497 -09.643680 -0.001528 -0.002854 -0.004485 +00.80
481297777 -00.318480 -00.037219 -09.749579 +0.006050 -0.004592 +0.004811 +17.87
481297782 -00.318480 -00.037219 -09.749579 +0.002328 +0.004582 +0.012356 +08.80
481297787 -00.100575 -00.064116 -09.905150 +0.009521 +0.012765 +0.014594 -00.77
481297792 +00.034741 +00.164592 -09.839368 +0.013302 +0.015046 +0.004238 +07.00
481297797 -00.100153 +00.198348 -09.921091 +0.003178 +0.006276 +0.007490 +08.64
481297802 -00.090974 +00.011868 -09.861311 -0.004624 +0.002622 +0.003371 +08.64
481297807 -00.091528 -00.003592 -09.718642 +0.001619 +0.004903 +0.002925 +11.69
481297812 -00.091528 -00.003592 -09.718642 +0.003805 -0.002057 +0.006379 +05.10
481297817 -00.270423 -00.032886 -09.682445 +0.003805 -0.002057 +0.006379 +04.82
481297822 -00.231157 -00.031463 -09.848753 +0.001419 -0.001565 +0.005271 +11.21
481297827 -00.037460 +00.164979 -09.906656 +0.003528 +0.004894 +0.003874 +10.48
481297832 -00.008555 +00.188655 -09.877554 +0.005425 +0.009179 +0.007345 +10.48
481297837 +00.019997 +00.121217 -09.787628 +0.005397 -0.000782 +0.007329 +08.89
481297842 +00.019997 +00.121217 -09.787628 -0.003199 +0.001165 +0.004317 +11.68
481297847 -00.052653 +00.092105 -09.745745 -0.003976 +0.003760 +0.002747 +05.16
481297852 -00.241549 +00.033522 -09.629028 +0.000189 -0.001644 +0.000238 +13.63
481297857 -00.328370 -00.009199 -09.677905 +0.004441 -0.002060 +0.006695 +13.92
481297862 -00.052882 -00.079589 -09.747777 -0.001001 +0.010215 +0.011097 +13.92
481297867 +00.024984 +00.145342 -09.820633 -0.006738 +0.012941 +0.010139 +11.67
481297872 +00.024984 +00.145342 -09.820633 -0.004683 +0.004594 +0.010132 +02.85
481297877 -00.167503 +00.308170 -09.953710 -0.004348 +0.001586 +0.007614 +08.75
481297882 -00.104827 +00.155875 -09.978776 -0.002144 -0.001696 -0.006528 +08.05
481297887 -00.043027 +00.039740 -09.755804 +0.002361 -0.000506 -0.009340 +13.88
481297892 -00.255566 -00.065358 -09.792223 +0.001584 -0.000916 +0.004958 +13.88
481297897 -00.216769 -00.107741 -09.849530 +0.002845 +0.005131 +0.008587 +08.82
481297902 -00.216769 -00.107741 -09.849530 +0.002845 +0.005131 +0.008587 +12.84
481297907 -00.023213 +00.036085 -09.889009 +0.000603 +0.008633 +0.009999 +09.99
481297912 +00.029923 +00.226430 -09.819631 -0.000829 +0.007201 +0.008892 +07.77
481297917 -00.004167 +00.163936 -09.768285 -0.000969 +0.000999 +0.005110 +04.23
481297922 -00.110999 -00.022977 -09.685707 -0.001107 -0.006155 +0.000698 +04.23
481297927 -00.299362 -00.042370 -09.697093 -0.003172 -0.007260 -0.000883 +11.32
481297932 -00.299362 -00.042370 -09.697093 +0.000607 +0.000646 +0.007315 +14.13
481297937 -00.390953 -00.080216 -09.760239 +0.003336 +0.004994 +0.007331 +14.95
481297942 -00.120224 -00.083885 -09.824602 +0.001262 +0.003075 +0.006378 -01.66
481297947 +00.044164 +00.173614 -09.772513 -0.000036 +0.010708 +0.010629 +08.67
481297952 -00.095632 +00.140628 -09.859829 -0.004619 +0.007429 +0.004165 +08.67
481297957 -00.071748 +00.021216 -09.832463 -0.006857 +0.004381 +0.003367 +13.89
481297962 -00.071748 +00.021216 -09.832463 -0.001746 -0.000243 +0.002434 +13.53
481297967 -00.110766 -00.008209 -09.742673 +0.002083 -0.002159 +0.002601 +07.46
481297972 -00.255542 +00.006027 -09.772331 +0.003455 -0.005470 +0.008572 +07.87
481297977 -00.134365 +00.030969 -09.875747 +0.005485 +0.005163 +0.016611 +03.91
481297982 +00.059087 +00.150795 -09.896463 +0.004777 +0.011241 +0.008761 +03.91
481297987 -00.032624 +00.236336 -09.881961 +0.004777 +0.011241 +0.008761 +15.47
481297992 -00.032624 +00.236336 -09.881961 +0.002219 +0.003715 +0.006697 +11.21
481297997 -00.081444 +00.087697 -09.798428 +0.000623 +0.003712 +0.006534 +15.31
481298002 -00.168789 +00.024825 -09.714214 -0.000260 +0.000969 -0.002274 +14.65
481298007 -00.275466 +00.047491 -09.595824 -0.001826 +0.002618 -0.005106 +13.81
481298012 -00.265626 -00.070992 -09.687615 -0.001084 +0.000122 +0.000079 +13.81
481298017 -00.057663 -00.055715 -09.752298 +0.002433 +0.008609 +0.002462 +04.91
481298022 -00.057663 -00.055715 -09.752298 +0.003210 +0.010971 +0.005455 +08.00
481298027 -00.076351 +00.164361 -09.840334 +0.000121 +0.006709 +0.009680 +11.31
481298032 -00.128963 +00.246211 -09.949346 +0.000106 +0.001404 +0.009829 +13.33
481298037 -00.056818 +00.150592 -09.902232 -0.000007 +0.004047 +0.005590 +08.48
481298042 -00.052288 +00.045333 -09.860580 -0.001773 +0.000509 +0.005421 +08.48
481298047 -00.274708 -00.065015 -09.840004 +0.000146 -0.002520 +0.004480 +05.86
481298052 -00.274708 -00.065015 -09.840004 +0.000146 -0.002520 +0.004480 +14.23
481298057 -00.187530 -00.073835 -09.906019 +0.003984 +0.010129 +0.007813 +15.30
481298062 -00.028437 +00.087539 -09.764637 +0.003020 +0.006918 +0.007490 +07.46
481298067 -00.037764 +00.297483 -09.776521 -0.000192 +0.004959 +0.008576 +11.82
481298072 -00.052314 +00.159412 -09.811613 -0.000192 +0.004959 +0.008576 +11.82
481298077 -00.149601 +00.005558 -09.685704 -0.004139 +0.003593 +0.003060 +16.62
481298082 -00.149601 +00.005558 -09.685704 +0.002125 +0.000316 -0.001167 +13.52
481298087 -00.323512 -00.028151 -09.692373 +0.000457 -0.000616 +0.005898 +07.05
481298092 -00.275212 -00.108898 -09.721480 +0.002506 +0.005255 +0.010629 +10.39
481298097 +00.005440 +00.030685 -09.803110 +0.003610 +0.007471 +0.012837 +13.83
481298102 +00.044352 +00.207306 -09.810208 +0.001732 +0.012172 +0.010009 +13.83
481298107 -00.051990 +00.122064 -09.912051 +0.000149 +0.009157 +0.007484 +12.25
481298112 -00.051990 +00.122064 -09.912051 -0.001618 +0.002898 +0.006682 +07.46
481298117 -00.096050 +00.054129 -09.779904 -0.008438 -0.002947 -0.000579 +12.89
481298122 -00.159045 -00.032041 -09.757659 -0.007005 -0.001354 +0.000528 +11.05
481298127 -00.231588 +00.005656 -09.719747 -0.000505 -0.000785 +0.006209 +15.97
481298132 -00.163424 +00.025986 -09.857011 +0.003392 +0.003817 +0.001043 +15.97
481298137 -00.047003 +00.212767 -09.920459 +0.004200 +0.011829 +0.002473 +16.41
481298142 -00.047003 +00.212767 -09.920459 +0.007034 +0.006007 +0.005302 +06.92
481298147 -00.143652 +00.217220 -09.906959 +0.000162 +0.005023 +0.004963 +00.58
481298152 -00.028327 +00.064000 -09.803009 +0.000162 +0.005023 +0.004963 +10.21
481298157 -00.096581 +00.095786 -09.622273 +0.000151 +0.001167 +0.004957 +02.23
481298162 -00.241623 +00.004830 -09.619844 +0.001315 +0.000773 +0.000088 +02.23
481298167 -00.183541 -00.104168 -09.692058 +0.003854 +0.001069 +0.002141 +05.91
481298172 -00.183541 -00.104168 -09.692058 +0.006388 +0.008711 +0.006719 +09.76
481298177 -00.014318 -00.003584 -09.698925 +0.002856 +0.011547 +0.009226 +04.87
481298182 -00.081037 +00.245506 -09.848939 +0.003814 +0.009631 +0.008755 +08.15
481298187 -00.133992 +00.217240 -09.906875 -0.002445 -0.001792 +0.008244 +06.28
481298192 -00.023262 +00.093048 -09.855002 -0.004665 -0.000648 +0.006666 +06.28
481298197 -00.144335 -00.041050 -09.819543 -0.001713 +0.005252 +0.000557 +05.64
481298202 -00.144335 -00.041050 -09.819543 +0.002543 -0.003151 +0.004330 +05.73
481298207 -00.308609 -00.079546 -09.821422 +0.001530 +0.004103 +0.012038 +10.76
481298212 -00.182793 -00.050247 -09.872366 +0.001736 +0.012019 +0.009537 +15.47
481298217 +00.044320 +00.183459 -09.810491 +0.001907 +0.009003 +0.007490 +11.82
481298222 -00.027982 +00.254963 -09.824558 -0.001775 -0.000455 +0.005419 +11.82
481298227 -00.018629 +00.078366 -09.807517 +0.001489 +0.000480 -0.001483 +05.05
481298232 -00.018629 +00.078366 -09.807517 +0.004997 +0.001438 -0.000369 +13.63
481298237 -00.188512 -00.023637 -09.624482 +0.004997 +0.001438 -0.000369 +08.36
481298242 -00.323531 -00.042458 -09.692542 +0.006260 -0.001624 +0.000416 +12.00
481298247 -00.207617 -00.075525 -09.701452 +0.003801 -0.002223 +0.006693 +11.34
481298252 +00.048964 +00.097469 -09.792419 -0.000204 +0.005738 +0.009992 +11.34
481298257 -00.017969 +00.279520 -09.909895 -0.000205 +0.005417 +0.009992 +06.06
481298262 -00.017969 +00.279520 -09.909895 +0.000123 +0.003354 +0.008575 +06.11
481298267 -00.124260 +00.084257 -09.975029 +0.000972 +0.002327 +0.003076 +04.74
481298272 -00.071953 -00.012514 -09.790006 -0.003496 +0.001845 +0.002117 +07.70
481298277 -00.159314 -00.046886 -09.691170 -0.001119 -0.003140 +0.002903 +13.02
481298282 -00.279950 -00.080177 -09.735467 +0.001095 +0.000664 +0.006374 +13.02
481298287 -00.124591 +00.050258 -09.899244 +0.001836 +0.004398 +0.013612 +07.26
481298292 -00.124591 +00.050258 -09.899244 +0.008460 +0.008708 +0.007355 +08.12
481298297 -00.037576 +00.198018 -09.863409 +0.005288 +0.005704 +0.003882 +09.91
481298302 -00.095633 +00.126359 -09.864760 -0.000822 +0.009131 +0.008738 +09.73
481298307 -00.057537 +00.025402 -09.756100 -0.000667 +0.005287 +0.008104 +09.40
481298312 -00.135426 +00.076245 -09.575222 +0.000623 -0.001723 +0.004954 +09.40
481298317 -00.318662 -00.013833 -09.692161 +0.002171 -0.002926 +0.009829 +08.77
481298322 -00.318662 -00.013833 -09.692161 +0.002171 -0.002926 +0.009829 +10.87
481298327 -00.125540 -00.127740 -09.710881 +0.000397 +0.004393 +0.013607 +15.11
481298332 +00.019838 +00.068563 -09.764442 +0.004261 +0.012612 +0.013004 +10.27
481298337 -00.085745 +00.283803 -09.867575 +0.004930 +0.004033 +0.007492 +05.65
481298342 -00.129096 +00.160326 -09.945601 -0.005242 -0.000060 +0.000379 +05.65
481298347 -00.047537 +00.092729 -09.821884 -0.002648 +0.004813 -0.002119 +09.70
481298352 -00.047537 +00.092729 -09.821884 +0.001661 +0.005458 -0.001317 +12.72
481298357 -00.231190 -00.069578 -09.853966 -0.000750 +0.000308 -0.001334 +10.54
481298362 -00.293857 -00.069440 -09.887841 +0.002384 +0.000048 +0.005120 +12.67
481298367 -00.124977 -00.012395 -09.819036 +0.002388 +0.010927 +0.007809 +02.91
481298372 +00.087422 +00.187513 -09.710069 +0.001885 +0.007685 +0.009374 +02.91
481298377 -00.018716 +00.239869 -09.724656 +0.002052 +0.001463 +0.006850 +07.13
481298382 -00.018716 +00.239869 -09.724656 +0.001590 +0.000214 +0.004646 +13.25
481298387 -00.130025 +00.077483 -09.727541 -0.002828 -0.000980 -0.001657 +14.56
481298392 -00.270349 -00.004194 -09.691628 -0.001599 -0.004901 +0.002427 +09.24
481298397 -00.386264 -00.066244 -09.717177 +0.004763 -0.004134 +0.005907 +16.63
481298402 -00.120446 -00.103385 -09.772453 +0.004602 +0.010892 +0.010331 +16.63
481298407 +00.087861 +00.169434 -09.834088 +0.004602 +0.010892 +0.010331 +15.14
481298412 +00.087861 +00.169434 -09.834088 +0.006237 +0.015121 +0.007672 -02.64
481298417 -00.105012 +00.217300 -09.906623 -0.002590 +0.008308 +0.009517 +08.00
481298422 -00.119622 +00.074345 -09.927487 -0.005579 +0.004865 +0.003529 +06.08
481298427 -00.120501 +00.015387 -09.713907 -0.004752 +0.002839 +0.000071 +06.73
481298432 -00.217213 -00.013583 -09.696041 -0.001085 -0.003557 -0.000870 +06.73
481298437 -00.245715 +00.011162 -09.815042 +0.002392 -0.007452 +0.002122 +00.78
481298442 -00.245715 +00.011162 -09.815042 -0.001138 +0.001783 +0.006211 +09.04
481298447 -00.076357 +00.093014 -09.864987 +0.002839 +0.003203 +0.008584 -00.08
481298452 -00.008512 +00.207771 -09.882090 +0.004271 +0.001757 +0.008901 +12.98
481298457 -00.057228 +00.149710 -09.792723 +0.002824 +0.002375 +0.009997 +11.64
481298462 -00.072107 +00.058488 -09.722502 -0.002589 +0.001914 +0.007620 +11.64
481298467 -00.217343 +00.062226 -09.633241 -0.002073 -0.000258 +0.003218 +14.58
481298472 -00.217343 +00.062226 -09.633241 -0.002073 -0.000258 +0.003218 +14.13
481298477 -00.342687 +00.000655 -09.720770 +0.002529 +0.003379 +0.007640 +05.10
481298482 -00.062671 -00.122687 -09.729324 -0.002374 +0.012886 +0.004967 +17.98
481298487 +00.024704 +00.135227 -09.749326 -0.001445 +0.007879 +0.006691 +09.11
481298492 -00.177333 +00.274496 -09.920860 -0.001445 +0.007879 +0.006691 +09.11
481298497 -00.153349 +00.136275 -09.927048 -0.000101 -0.002038 +0.013752 +02.84
481298502 -00.153349 +00.136275 -09.927048 -0.005889 +0.002642 +0.001953 +08.19
481298507 -00.037701 +00.064594 -09.879274 -0.002029 -0.000018 -0.001339 +05.65
481298512 -00.274939 -00.117822 -09.797773 +0.000793 -0.002344 +0.003696 +15.54
481298517 -00.264942 -00.079034 -09.873418 +0.003691 +0.001063 +0.002454 +04.83
481298522 -00.057376 +00.025747 -09.798951 -0.001417 +0.019921 +0.007182 +04.83
481298527 +00.020269 +00.231179 -09.819659 -0.009210 +0.019959 +0.003226 +01.73
481298532 +00.020269 +00.231179 -09.819659 -0.003686 +0.007705 +0.006997 +01.27
481298537 +00.010499 +00.202389 -09.801036 -0.003046 -0.002685 +0.003997 +06.97
481298542 -00.057549 +00.015863 -09.756213 +0.003394 -0.000975 -0.000536 +14.02
481298547 -00.241454 -00.028095 -09.677375 +0.002757 -0.006411 -0.002276 +08.58
481298552 -00.333227 -00.042555 -09.683103 +0.006444 -0.005865 +0.013454 +08.58
481298557 -00.091410 -00.074670 -09.776624 -0.001800 +0.008134 +0.010462 +09.73
481298562 -00.091410 -00.074670 -09.776624 -0.002231 +0.012217 +0.006538 +05.49
481298567 +00.044391 +00.183613 -09.829536 -0.004181 +0.003517 +0.007460 +12.57
481298572 -00.095276 +00.193704 -09.935389 -0.004181 +0.003517 +0.007460 +12.67
481298577 -00.110302 +00.059367 -09.841870 -0.004184 +0.002393 +0.007459 +08.15
481298582 -00.154367 +00.000932 -09.704848 -0.004139 +0.002474 +0.002744 +08.15
481298587 -00.275125 -00.004089 -09.705954 +0.004625 -0.000418 +0.004655 +18.43
481298592 -00.275125 -00.004089 -09.705954 +0.001120 +0.001029 +0.003860 +13.23
481298597 -00.197168 +00.035570 -09.871476 +0.002062 +0.004199 +0.006540 +07.59
481298602 +00.010666 +00.140926 -09.868428 +0.003357 +0.011587 +0.007028 +13.79
481298607 -00.032471 +00.217643 -09.929800 +0.001569 +0.004653 +0.008111 +00.34
481298612 -00.013669 +00.135723 -09.821082 +0.001282 +0.002312 +0.004020 +00.34
481298617 -00.120180 +00.082656 -09.775014 -0.003627 +0.009090 +0.001185 +06.78
481298622 -00.120180 +00.082656 -09.775014 -0.005414 -0.000722 +0.001477 +06.61
481298627 -00.250943 +00.086386 -09.680866 -0.000028 -0.004784 +0.005261 +03.60
481298632 -00.275321 -00.071089 -09.678177 +0.003506 +0.005174 +0.006232 +05.54
481298637 -00.043295 -00.027414 -09.708982 +0.003313 +0.010868 +0.011427 +09.04
481298642 -00.062033 +00.168777 -09.792539 +0.003647 -0.001254 +0.006379 +09.04
481298647 -00.172523 +00.245929 -09.925918 -0.000204 -0.004174 +0.007147 +11.57
481298652 -00.172523 +00.245929 -09.925918 -0.000174 +0.003393 +0.006217 +08.32
481298657 -00.100183 +00.136463 -09.936108 -0.000174 +0.003393 +0.006217 +09.79
481298662 -00.076899 +00.020515 -09.746802 -0.000700 +0.009991 -0.003833 +06.73
481298667 -00.255709 -00.065665 -09.754133 -0.002842 +0.002193 +0.000705 +07.34
481298672 -00.211846 -00.064731 -09.858503 +0.001879 +0.001598 +0.008264 +07.34
481298677 +00.029846 +00.102620 -09.844905 +0.001916 +0.015255 +0.008286 +11.22
481298682 +00.029846 +00.102620 -09.844905 +0.005098 +0.014921 +0.009711 +09.79
481298687 +00.015412 +00.264400 -09.800261 +0.005052 +0.004127 +0.011422 +05.86
481298692 +00.005573 +00.130840 -09.801925 -0.001442 -0.000909 +0.003848 +06.28
481298697 -00.144780 +00.038838 -09.670983 +0.002598 -0.002253 -0.001169 +05.33
481298702 -00.352643 -00.047557 -09.659521 -0.001469 -0.005274 +0.005413 +05.33
481298707 -00.328260 -00.113586 -09.745805 +0.002549 -0.001381 +0.004175 +09.52
481298712 -00.328260 -00.113586 -09.745805 +0.004795 +0.004397 +0.004978 +08.89
481298717 -00.038214 -00.012597 -09.770667 +0.000514 +0.012118 +0.003561 +06.08
481298722 +00.020070 +00.202218 -09.777146 -0.000925 +0.006996 +0.002134 +07.34
481298727 -00.100510 +00.131003 -09.850462 -0.003683 +0.000676 +0.004629 +03.98
481298732 -00.091147 +00.001984 -09.818573 -0.006080 +0.002426 +0.005095 +03.98
481298737 -00.173570 -00.017878 -09.743332 -0.001450 -0.002842 +0.004159 +14.75
481298742 -00.173570 -00.017878 -09.743332 -0.001450 -0.002842 +0.004159 +12.87
481298747 -00.284367 +00.015813 -09.810561 +0.003789 -0.002885 +0.007792 +12.25
481298752 -00.143972 -00.035514 -09.914712 +0.003561 +0.002267 +0.016443 +11.93
481298757 +00.030127 +00.179312 -09.891615 +0.003802 +0.006891 +0.009222 +03.53
481298762 -00.071455 +00.174025 -09.854463 +0.001419 -0.000767 +0.005587 +03.53
481298767 -00.066861 +00.049880 -09.836843 +0.000204 +0.003500 +0.000089 +16.99
481298772 -00.066861 +00.049880 -09.836843 -0.003505 +0.005984 +0.004324 +04.88
481298777 -00.188056 +00.091478 -09.704070 -0.000020 -0.003011 +0.004950 +07.72
481298782 -00.284980 +00.009739 -09.648734 -0.000906 -0.001765 -0.002281 +06.63
481298787 -00.251332 -00.071384 -09.635115 +0.000003 +0.005344 +0.004963 +10.50
481298792 -00.028732 -00.012961 -09.722970 +0.000003 +0.005344 +0.004963 +10.50
481298797 -00.081203 +00.188082 -09.825810 +0.002031 +0.009899 +0.011421 +15.36
481298802 -00.081203 +00.188082 -09.825810 -0.002311 +0.001041 +0.011706 +11.96
481298807 -00.143535 +00.265028 -09.920679 +0.002539 +0.004357 +0.006856 +12.80
481298812 -00.042496 +00.131238 -09.864242 +0.002625 +0.006271 -0.001627 +06.97
481298817 -00.096128 -00.017372 -09.785511 +0.000371 +0.002074 -0.001013 +09.88
481298822 -00.294184 -00.074900 -09.802195 +0.002088 +0.002487 +0.003394 +09.88
481298827 -00.187588 -00.064450 -09.886861 +0.002088 +0.002487 +0.003394 +08.43
481298832 -00.187588 -00.064450 -09.886861 +0.003856 +0.002351 +0.002300 +11.23
481298837 +00.039146 +00.125642 -09.739791 +0.000313 +0.001331 +0.004801 +10.79
481298842 -00.004069 +00.264015 -09.757577 +0.001716 +0.002712 +0.008894 +10.97
481298847 -00.052230 +00.102526 -09.855142 -0.004348 -0.003370 +0.006192 +12.70
481298852 -00.193015 -00.018187 -09.710171 -0.001247 -0.003882 -0.000714 +12.70
481298857 -00.376634 -00.061531 -09.707514 +0.004046 -0.000791 -0.001791 +15.17
481298862 -00.376634 -00.061531 -09.707514 +0.002212 -0.000135 +0.006376 +13.80
481298867 -00.270370 -00.113618 -09.726256 +0.001257 +0.010580 +0.009062 +12.18
481298872 +00.024804 +00.064110 -09.802547 -0.007161 +0.018957 +0.005903 +11.60
481298877 +00.049448 +00.260200 -09.861920 -0.004769 +0.018476 +0.006382 +10.95
481298882 -00.100436 +00.093117 -09.884242 +0.000772 +0.006572 +0.008425 +10.95
481298887 -00.100758 +00.025848 -09.823136 -0.001411 +0.003783 +0.001970 +07.53
481298892 -00.100758 +00.025848 -09.823136 -0.001405 +0.006193 +0.001974 +10.35
481298897 -00.164009 -00.065628 -09.734290 -0.000355 -0.000482 +0.007310 +08.55
481298902 -00.197770 +00.024765 -09.714466 +0.000163 +0.001668 +0.003858 +16.88
481298907 -00.114834 +00.069509 -09.917979 +0.006674 +0.004015 +0.008913 +09.88
481298912 -00.042383 +00.188547 -09.873087 +0.006674 +0.004015 +0.008913 +09.88
481298917 -00.124435 +00.193260 -09.888028 +0.000777 +0.003863 +0.007164 +00.18
481298922 -00.124435 +00.193260 -09.888028 +0.002852 +0.003546 +0.007327 +13.28
481298927 -00.067142 +00.039766 -09.765537 +0.001717 +0.004471 +0.009368 +08.89
481298932 -00.144792 +00.110147 -09.641569 +0.002231 -0.001859 +0.003859 +17.08
481298937 -00.318831 +00.033361 -09.629700 +0.003190 -0.005052 +0.002914 +13.65
481298942 -00.188234 -00.108640 -09.730246 +0.007825 +0.001040 +0.004669 +13.65
481298947 +00.010115 +00.035119 -09.760160 +0.003842 +0.010641 +0.006085 +09.04
481298952 +00.010115 +00.035119 -09.760160 +0.002892 +0.010332 +0.005138 -01.66
481298957 -00.080944 +00.221928 -09.882550 -0.003070 +0.002868 +0.008092 +09.51
481298962 -00.138713 +00.179421 -09.950220 -0.003172 +0.003292 +0.002120 +06.55
481298967 -00.052129 +00.097987 -09.883766 -0.000586 -0.000323 -0.001963 +07.22
481298972 -00.212226 -00.056036 -09.753642 -0.001279 -0.003141 +0.002902 +07.22
481298977 -00.323074 -00.060499 -09.821322 +0.003811 +0.001151 +0.006698 +01.35
481298982 -00.323074 -00.060499 -09.821322 -0.001290 +0.012828 +0.008585 +13.90
481298987 -00.158484 -00.011813 -09.900272 -0.000189 +0.008962 +0.009369 +01.08
481298992 +00.073210 +00.169058 -09.791363 -0.000189 +0.008962 +0.009369 +09.52
481298997 -00.028003 +00.226386 -09.829658 -0.000200 +0.004946 +0.009362 +06.60
481299002 -00.047972 +00.087039 -09.707669 -0.000786 +0.005360 +0.003860 +06.60
481299007 -00.197887 -00.023043 -09.700747 +0.001309 +0.000602 +0.000717 +07.78
481299012 -00.197887 -00.023043 -09.700747 -0.002882 -0.005233 +0.002736 -01.66
481299017 -00.357362 -00.071106 -09.697936 -0.000373 -0.005790 +0.007616 +10.41
481299022 -00.125290 -00.127203 -09.777539 +0.002207 +0.003694 +0.007954 +15.93
481299027 +00.083047 +00.155193 -09.843822 +0.002855 +0.009627 +0.008751 +12.61
481299032 -00.037358 +00.241287 -09.905753 +0.003495 +0.005474 +0.007490 +12.61
481299037 -00.105159 +00.093337 -09.912852 -0.000434 +0.003819 +0.000087 +15.07
481299042 -00.105159 +00.093337 -09.912852 -0.006817 +0.004773 -0.000719 +02.60
481299047 -00.134638 +00.039894 -09.799454 -0.006340 +0.004290 -0.000561 +05.78
481299052 -00.217402 -00.075814 -09.668207 +0.000448 +0.002565 +0.007789 +18.41
481299057 -00.284459 -00.012918 -09.796616 +0.005036 +0.006017 +0.013625 +03.07
481299062 -00.090882 +00.107176 -09.850660 +0.004800 +0.011922 +0.006562 +03.07
481299067 -00.037381 +00.184171 -09.920714 +0.003039 +0.009192 +0.006080 +09.11
481299072 -00.037381 +00.184171 -09.920714 -0.001295 +0.005943 +0.007160 +03.10
481299077 -00.085974 +00.112109 -09.869607 -0.001295 +0.005943 +0.007160 +08.68
481299082 -00.057367 +00.059055 -09.789034 -0.006410 +0.004005 +0.006668 +07.33
481299087 -00.236639 +00.066994 -09.638114 -0.001878 +0.004443 +0.000869 +03.51
481299092 -00.352532 -00.004518 -09.673297 +0.000659 -0.004536 +0.000392 +03.51
481299097 -00.048227 -00.103733 -09.709927 +0.007546 +0.001112 +0.000424 +16.03
481299102 -00.048227 -00.103733 -09.709927 +0.009986 +0.012229 -0.000807 +05.89
481299107 +00.053754 +00.121172 -09.773050 +0.003512 +0.009501 +0.006868 +07.64
481299112 -00.090565 +00.264793 -09.877365 +0.005075 -0.000789 +0.007642 +02.87
481299117 -00.075972 +00.207976 -09.925529 -0.002390 +0.003744 +0.004009 +16.41
481299122 -00.047558 +00.064151 -09.826983 -0.002508 +0.006377 +0.000399 +16.41
481299127 -00.260237 -00.079292 -09.840047 -0.001378 -0.000634 -0.002752 +05.15
481299132 -00.260237 -00.079292 -09.840047 +0.000040 +0.004611 +0.000876 +04.87
481299137 -00.293761 -00.064479 -09.911591 +0.002422 +0.010028 +0.004036 +02.66
481299142 -00.105458 +00.016607 -09.861381 +0.005321 +0.014875 +0.003111 +01.85
481299147 +00.039265 +00.201989 -09.743649 +0.000360 +0.008291 +0.001826 +05.80
481299152 -00.033087 +00.183030 -09.777834 -0.004608 +0.004891 +0.002275 +05.80
481299157 -00.110696 +00.044253 -09.742052 -0.005759 +0.000990 +0.004622 +11.91
481299162 -00.110696 +00.044253 -09.742052 -0.005759 +0.000990 +0.004622 +09.84
481299167 -00.279973 -00.004137 -09.701235 +0.002403 -0.005034 +0.001654 +15.58
481299172 -00.313774 -00.089786 -09.735874 +0.006037 -0.001420 +0.007173 +06.48
481299177 -00.062532 -00.098610 -09.757609 +0.003155 +0.007194 +0.010163 +05.99
481299182 +00.092298 +00.168600 -09.729298 +0.002284 +0.013745 +0.002784 +05.99
481299187 -00.104997 +00.174530 -09.926176 +0.001651 +0.010556 +0.001205 +01.87
481299192 -00.104997 +00.174530 -09.926176 +0.000992 +0.003803 +0.001349 +06.59
481299197 -00.114454 +00.060815 -10.022840 -0.007976 -0.000100 +0.002098 +07.65
481299202 -00.120260 -00.017384 -09.790483 -0.006494 +0.005259 -0.000874 +10.07
481299207 -00.217065 -00.022776 -09.739005 +0.000141 +0.001788 +0.006215 +10.40
481299212 -00.216435 +00.035645 -09.885927 +0.000141 +0.001788 +0.006215 +10.40
481299217 -00.013250 +00.169914 -09.920673 +0.001127 +0.010633 +0.005918 +10.59
481299222 -00.013250 +00.169914 -09.920673 -0.002231 +0.010618 +0.006064 +16.96
481299227 -00.003623 +00.264974 -09.876609 +0.000165 +0.001831 +0.003701 +12.00
481299232 -00.028157 +00.097653 -09.835943 -0.002509 +0.001579 -0.000866 +03.51
481299237 -00.081706 +00.077622 -09.731883 +0.003118 +0.002939 -0.003988 +05.81
