time ax ay az wx wy wz hm
481296141 -00.071977 +00.049256 -09.760705 -0.000688 +0.008764 +0.011410 +08.00
481296146 -00.169261 +00.071367 -09.570811 -0.002193 +0.001732 -0.000394 +05.73
481296151 -00.265665 +00.019279 -09.643691 -0.002542 -0.005994 +0.000379 +05.73
481296156 -00.115871 -00.094412 -09.700879 +0.002087 -0.000073 +0.002761 +16.68
481296161 -00.115871 -00.094412 -09.700879 +0.004169 +0.011614 +0.005616 +09.04
481296166 +00.000635 +00.049752 -09.802926 +0.006549 +0.009673 +0.006878 +18.67
481296171 -00.143627 +00.302875 -09.882137 -0.001706 +0.001460 +0.015481 -00.23
481296176 -00.201448 +00.207944 -09.955189 -0.004797 -0.000918 +0.003679 +03.16
481296181 -00.037824 +00.092864 -09.836083 -0.001555 +0.005250 +0.000714 +03.16
481296186 -00.139577 -00.041194 -09.800455 +0.001486 +0.004790 +0.000095 +08.46
481296191 -00.139577 -00.041194 -09.800455 -0.000625 +0.004562 +0.003545 +10.35
481296196 -00.322906 -00.041115 -09.859187 +0.000602 +0.009750 +0.010473 +06.67
481296201 -00.148699 -00.011524 -09.933517 -0.000852 +0.011634 +0.012671 +01.29
481296206 +00.097318 +00.230841 -09.757090 -0.003052 +0.008017 +0.007629 +08.89
481296211 +00.029827 +00.288046 -09.771285 -0.001400 +0.004124 +0.000870 +08.89
481296216 -00.047890 +00.068192 -09.736463 +0.000354 +0.001883 +0.000716 +10.69
481296221 -00.047890 +00.068192 -09.736463 +0.000354 +0.001883 +0.000716 +02.16
481296226 -00.236590 +00.010031 -09.672120 +0.007487 -0.002991 +0.005447 +07.71
481296231 -00.313775 -00.037477 -09.716208 +0.003311 +0.000953 +0.008739 -01.25
481296236 -00.149288 -00.079368 -09.800991 +0.005594 +0.002963 +0.004507 +06.78
481296241 +00.102176 +00.145311 -09.796154 +0.005995 +0.003142 +0.012838 +06.78
481296246 -00.104940 +00.217454 -09.925668 -0.001319 +0.005260 +0.009516 +09.13
481296251 -00.104940 +00.217454 -09.925668 -0.002303 +0.002653 +0.011394 +03.49
481296256 -00.158302 +00.031380 -09.933093 -0.002314 -0.001363 +0.011388 +14.99
481296261 -00.120403 -00.017691 -09.752392 +0.002933 +0.002252 -0.001475 +09.81
481296266 -00.217134 +00.005609 -09.710099 +0.001266 +0.002282 +0.005748 +04.04
481296271 -00.202317 -00.069748 -09.825146 +0.004280 +0.003693 +0.008433 +04.04
481296276 -00.071229 +00.103176 -09.941013 +0.000418 +0.004910 +0.011564 +09.53
481296281 -00.071229 +00.103176 -09.941013 -0.000324 +0.007567 +0.006380 +05.21
481296286 -00.022710 +00.213124 -09.958340 -0.001586 +0.002636 +0.003225 +01.35
481296291 -00.028101 +00.126307 -09.840366 -0.002892 +0.001943 +0.005891 -00.32
481296296 -00.043104 +00.049086 -09.731885 -0.002227 +0.000553 +0.002748 +01.82
481296301 -00.178896 +00.023846 -09.595266 -0.000808 -0.009070 +0.002108 +01.82
481296306 -00.342917 +00.014426 -09.653943 -0.000808 -0.009070 +0.002108 +13.08
481296311 -00.342917 +00.014426 -09.653943 +0.001743 -0.003315 +0.004327 +20.35
481296316 -00.135277 -00.118413 -09.687046 -0.000833 +0.004314 +0.008573 +07.92
481296321 -00.042633 +00.121431 -09.831025 +0.001423 +0.007394 +0.007486 +08.96
481296326 -00.172611 +00.260006 -09.897181 +0.001565 +0.004805 +0.008582 +08.78
481296331 -00.085775 +00.141070 -09.912119 -0.001303 +0.005290 +0.007787 +08.78
481296336 -00.038123 +00.068442 -09.764946 -0.004911 +0.010355 +0.002126 +12.92
481296341 -00.038123 +00.068442 -09.764946 +0.001648 +0.006714 +0.000413 +13.62
481296346 -00.260499 -00.075099 -09.768572 +0.002716 -0.000569 +0.003706 +04.41
481296351 -00.269790 -00.079082 -09.868699 -0.000695 +0.000440 +0.009668 +06.39
481296356 -00.047531 +00.030920 -09.846424 -0.000676 +0.007348 +0.009679 +10.35
481296361 +00.049135 +00.211970 -09.795826 +0.002718 +0.008387 +0.006077 +10.35
481296366 +00.000648 +00.192447 -09.753620 -0.000073 -0.000549 +0.011240 +04.68
481296371 +00.000648 +00.192447 -09.753620 -0.000785 +0.000725 +0.002439 +09.85
481296376 -00.076970 -00.046216 -09.752353 -0.001858 +0.004800 -0.001173 +09.39
481296381 -00.294513 -00.028052 -09.696882 -0.002386 -0.000566 +0.002431 +05.24
481296386 -00.333139 -00.056633 -09.711840 +0.007347 +0.002479 +0.004984 +11.90
481296391 -00.095943 -00.078797 -09.857664 +0.007347 +0.002479 +0.004984 +11.90
481296396 +00.058792 +00.183451 -09.805603 +0.006409 +0.013226 +0.005783 +09.69
481296401 +00.058792 +00.183451 -09.805603 +0.001716 +0.004789 +0.009526 +08.03
481296406 -00.090672 +00.131407 -09.897991 -0.004031 +0.001742 +0.007930 +04.83
481296411 -00.057064 +00.059707 -09.869975 -0.005452 +0.003208 +0.006513 +08.33
481296416 -00.134870 -00.027183 -09.762154 -0.002797 +0.003394 -0.003693 +12.75
481296421 -00.255773 -00.046780 -09.730101 -0.000807 -0.003153 +0.003690 +12.75
481296426 -00.168240 -00.016794 -09.876606 +0.002492 -0.001964 +0.009989 +09.95
481296431 -00.168240 -00.016794 -09.876606 +0.001136 +0.005054 +0.003395 +05.94
481296436 +00.034799 +00.140938 -09.863457 -0.000692 +0.008438 +0.011724 +15.33
481296441 -00.061511 +00.212698 -09.915824 -0.001721 -0.000005 +0.016578 +08.96
481296446 -00.037725 +00.126364 -09.849972 -0.000205 -0.000659 +0.008253 +08.12
481296451 -00.144555 +00.101145 -09.708340 -0.002539 -0.004390 +0.000538 +08.12
481296456 -00.241545 +00.076331 -09.614237 -0.003034 -0.010176 +0.000528 +01.92
481296461 -00.241545 +00.076331 -09.614237 +0.002222 -0.005712 +0.003696 +07.70
481296466 -00.347838 -00.066624 -09.659705 +0.002085 +0.004080 +0.004182 +02.88
481296471 -00.072419 -00.108629 -09.700671 +0.003947 +0.010702 +0.011900 +11.06
481296476 -00.023216 +00.140702 -09.849677 +0.003947 +0.010702 +0.011900 +15.14
481296481 -00.119494 +00.236309 -09.901762 +0.000913 +0.008776 +0.011101 +15.14
481296486 -00.066344 +00.117571 -09.950324 -0.003236 +0.010212 +0.010775 +15.39
481296491 -00.066344 +00.117571 -09.950324 -0.007674 +0.007063 +0.006040 +11.80
481296496 -00.018736 +00.011558 -09.803546 -0.001385 +0.002871 -0.001018 +06.97
481296501 -00.231424 -00.084347 -09.797000 +0.003202 -0.000075 +0.003079 +10.58
481296506 -00.211866 -00.026730 -09.839006 +0.004291 +0.000515 +0.006384 +01.29
481296511 -00.004265 +00.063858 -09.778993 +0.000950 +0.003248 +0.005592 +01.29
481296516 -00.047434 +00.249885 -09.791453 -0.001161 +0.007976 +0.010464 +10.17
481296521 -00.047434 +00.249885 -09.791453 -0.001472 +0.000796 +0.007465 +06.65
481296526 -00.086332 +00.163650 -09.754715 -0.003209 -0.004289 +0.003837 +07.02
481296531 -00.125310 -00.008354 -09.728515 -0.001548 -0.003529 -0.002600 +06.38
481296536 -00.318804 -00.066448 -09.673737 +0.002915 -0.001296 -0.000695 +11.91
481296541 -00.294523 -00.075630 -09.711730 +0.003027 +0.005172 +0.006230 +11.91
481296546 -00.033160 +00.021181 -09.817843 +0.003679 +0.012552 +0.007030 +06.44
481296551 -00.033160 +00.021181 -09.817843 +0.005929 +0.014662 +0.006255 +09.84
481296556 +00.073702 +00.217672 -09.905069 +0.005929 +0.014662 +0.006255 +05.75
481296561 -00.090544 +00.160214 -09.921458 -0.003041 +0.002601 +0.004948 +03.96
481296566 -00.105417 +00.073761 -09.851181 -0.008297 +0.001974 +0.002886 +02.22
481296571 -00.125377 -00.032278 -09.719275 -0.000434 +0.003501 -0.000070 +02.22
481296576 -00.284748 +00.010238 -09.710630 -0.000434 +0.003501 -0.000070 +04.73
481296581 -00.284748 +00.010238 -09.710630 +0.004596 -0.002228 +0.007167 +17.76
481296586 -00.221284 +00.021327 -09.886139 +0.000412 +0.003301 +0.011719 +09.88
481296591 -00.008480 +00.165039 -09.906404 +0.001925 +0.003600 +0.004024 +03.37
481296596 -00.095467 +00.183782 -09.887889 -0.004340 +0.004317 +0.007618 +05.14
481296601 -00.057307 +00.063940 -09.803261 -0.003375 +0.005612 +0.007309 +05.14
481296606 -00.144525 +00.096453 -09.717919 -0.000477 +0.000386 +0.003539 +09.84
481296611 -00.144525 +00.096453 -09.717919 +0.000776 -0.005892 +0.004476 +08.95
481296616 -00.275299 +00.052606 -09.638619 +0.001454 -0.000383 +0.001973 +05.40
481296621 -00.207761 -00.090102 -09.668292 +0.000032 +0.007955 +0.002610 +10.07
481296626 +00.009815 -00.003572 -09.693954 -0.000984 +0.011524 +0.009684 +07.70
481296631 -00.047170 +00.207652 -09.877664 -0.001454 +0.008342 +0.007792 +07.70
481296636 -00.143404 +00.270066 -09.953951 -0.003836 +0.002925 +0.004632 +05.39
481296641 -00.143404 +00.270066 -09.953951 -0.003836 +0.002925 +0.004632 +11.23
481296646 -00.071360 +00.098139 -09.907740 -0.002181 +0.001915 -0.001650 +07.46
481296651 -00.129974 -00.017519 -09.776283 -0.002854 +0.006487 +0.003226 +03.56
481296656 -00.342165 -00.022002 -09.868652 +0.000351 +0.003637 +0.001504 +11.23
481296661 -00.240713 -00.059791 -09.887266 +0.000796 +0.003737 +0.005120 +11.23
481296666 -00.028166 +00.130923 -09.821264 -0.001483 +0.011648 +0.011726 +08.48
481296671 -00.028166 +00.130923 -09.821264 +0.002057 +0.011544 +0.009223 +07.46
481296676 -00.037672 +00.259635 -09.815063 +0.002042 +0.006242 +0.009215 +01.45
481296681 -00.037966 +00.092557 -09.797993 -0.001770 -0.001405 +0.004632 +09.63
481296686 -00.188339 -00.013753 -09.667221 +0.002912 -0.001301 -0.000381 +16.71
481296691 -00.367165 -00.071433 -09.659930 +0.005089 -0.003161 +0.005438 +16.71
481296696 -00.265330 -00.089378 -09.773544 -0.000574 -0.001869 +0.013122 +17.26
481296701 -00.265330 -00.089378 -09.773544 -0.000675 +0.005431 +0.009047 +15.17
481296706 +00.029549 +00.106737 -09.763907 +0.002728 +0.013842 +0.006558 +13.61
481296711 +00.001054 +00.217099 -09.853325 +0.004793 +0.002475 +0.004661 +18.43
481296716 -00.081055 +00.112311 -09.893371 -0.004666 +0.000308 +0.007139 +07.05
481296721 -00.110541 +00.039829 -09.784960 -0.001765 +0.000683 +0.004635 +07.05
481296726 -00.193116 -00.013648 -09.681547 -0.001765 +0.000683 +0.004635 +04.24
481296731 -00.193116 -00.013648 -09.681547 +0.001267 -0.003630 +0.003853 +10.16
481296736 -00.289186 +00.011072 -09.815420 -0.001280 -0.001864 +0.003376 +04.92
481296741 -00.119713 +00.045614 -09.913542 +0.006263 +0.004776 +0.001998 +04.78
481296746 +00.015790 +00.241436 -09.910052 -0.001115 +0.009337 +0.006066 +13.59
481296751 -00.032932 +00.178606 -09.820742 -0.001769 +0.003553 +0.005897 +13.59
481296756 -00.038033 +00.082903 -09.783822 -0.002779 +0.003937 +0.011395 +14.34
481296761 -00.038033 +00.082903 -09.783822 +0.000012 +0.005839 +0.004178 +11.75
481296766 -00.164240 +00.081299 -09.618269 -0.000752 +0.000145 -0.001177 +03.86
481296771 -00.318656 +00.057515 -09.667508 +0.002394 -0.002332 +0.003387 +09.92
481296776 -00.149705 -00.085020 -09.691538 +0.000497 +0.005212 +0.003393 +04.42
481296781 -00.004352 +00.025627 -09.769922 +0.002095 +0.010013 +0.004821 +04.42
481296786 -00.124269 +00.250683 -09.911157 +0.003047 +0.005368 +0.004188 +14.90
481296791 -00.124269 +00.250683 -09.911157 -0.006724 +0.002895 +0.005722 +17.93
481296796 -00.153162 +00.236546 -09.940146 -0.005061 +0.009572 +0.000867 +05.91
481296801 -00.023373 +00.116587 -09.816630 -0.000915 +0.001097 -0.000547 +07.66
481296806 -00.187902 -00.046102 -09.796171 +0.002591 -0.002106 -0.000383 +06.21
481296811 -00.308509 -00.084085 -09.850046 +0.002591 -0.002106 -0.000383 +06.21
481296816 -00.148852 +00.007170 -09.885678 +0.001440 +0.002310 +0.004177 +06.71
481296821 -00.148852 +00.007170 -09.885678 -0.002824 +0.015496 +0.002612 +12.98
481296826 +00.029812 +00.183391 -09.805855 -0.001072 +0.015810 +0.003405 +09.65
481296831 -00.008858 +00.254581 -09.772016 +0.003534 +0.005544 +0.003404 +11.68
481296836 -00.067197 +00.091960 -09.731587 +0.002110 +0.003486 +0.001353 +10.72
481296841 -00.231739 -00.013690 -09.686644 -0.001677 -0.000758 -0.004953 +10.72
481296846 -00.342912 -00.061652 -09.683413 +0.002409 -0.005023 +0.001026 +08.39
481296851 -00.342912 -00.061652 -09.683413 +0.002237 +0.000390 +0.003863 +10.35
481296856 -00.144602 -00.093935 -09.767789 +0.002039 +0.006716 +0.009687 +07.26
481296861 +00.082788 +00.121347 -09.787082 +0.006053 +0.007564 +0.007973 +06.95
481296866 -00.071296 +00.212409 -09.882579 +0.002442 +0.005747 +0.000729 +03.82
481296871 -00.124555 +00.050335 -09.908767 -0.002678 +0.003640 +0.000708 +03.82
481296876 -00.163754 -00.008013 -09.781225 -0.002212 -0.001179 +0.000702 +14.00
481296881 -00.163754 -00.008013 -09.781225 +0.000025 +0.002345 +0.001815 +04.43
481296886 -00.207608 -00.042217 -09.691534 -0.000990 +0.000643 +0.007152 +14.36
481296891 -00.255348 -00.022089 -09.834567 -0.000990 +0.000643 +0.007152 +05.49
481296896 -00.056902 +00.074322 -09.907896 -0.000990 +0.000643 +0.007152 +12.47
481296901 -00.042237 +00.231662 -09.896385 -0.004594 +0.014348 +0.003547 +12.47
481296906 -00.066742 +00.126227 -09.840702 -0.008302 +0.008521 +0.005254 +03.11
481296911 -00.066742 +00.126227 -09.840702 -0.003730 +0.000431 +0.009500 -01.24
481296916 -00.038161 +00.039826 -09.765285 -0.002700 +0.003759 +0.003065 +06.75
481296921 -00.154535 +00.048126 -09.642387 -0.000090 -0.006528 -0.005429 +04.00
481296926 -00.314123 -00.004936 -09.611065 +0.000041 +0.001256 -0.000229 +15.62
481296931 -00.072452 -00.146745 -09.705883 +0.005157 +0.010711 +0.002318 +15.62
481296936 +00.029594 +00.073544 -09.788108 +0.003878 +0.013742 +0.003261 +13.63
481296941 +00.029594 +00.073544 -09.788108 -0.000055 +0.005398 +0.011092 +07.52
481296946 -00.143497 +00.227065 -09.944937 -0.004512 -0.001780 +0.007137 +08.96
481296951 -00.109640 +00.141634 -09.988510 -0.001766 +0.000680 +0.004792 +12.10
481296956 -00.052575 +00.030449 -09.789330 -0.000455 -0.003732 +0.000075 +11.05
481296961 -00.207362 -00.084488 -09.772984 +0.005726 -0.005721 +0.004965 +11.05
481296966 -00.260510 -00.070368 -09.763754 +0.005686 +0.001722 +0.011263 +13.25
481296971 -00.260510 -00.070368 -09.763754 +0.005241 +0.008176 +0.009543 +05.17
481296976 -00.071652 +00.026177 -09.856213 +0.005241 +0.008176 +0.009543 +12.76
481296981 +00.049212 +00.216893 -09.814815 -0.007807 +0.013026 +0.004949 +08.76
481296986 -00.003856 +00.183627 -09.844240 -0.002844 +0.005227 +0.001810 +11.48
481296991 -00.091255 -00.012516 -09.794935 -0.004335 +0.006245 +0.007621 +11.48
481296996 -00.246308 -00.032913 -09.672712 -0.004335 +0.006245 +0.007621 +09.95
481297001 -00.246308 -00.032913 -09.672712 -0.000310 -0.008554 +0.000225 -02.98
481297006 -00.337971 -00.085182 -09.721744 +0.004510 -0.001137 -0.000218 +10.37
481297011 -00.139778 -00.098694 -09.767804 +0.006606 +0.010896 +0.001223 +04.15
481297016 +00.048992 +00.211663 -09.757736 -0.001091 +0.013217 +0.004658 +14.13
481297021 -00.133965 +00.184008 -09.926315 -0.000865 +0.006496 +0.012506 +14.13
481297026 -00.129483 +00.083403 -09.870323 -0.000801 +0.005812 +0.005590 +12.74
481297031 -00.129483 +00.083403 -09.870323 -0.003485 +0.005382 +0.001965 +14.24
481297036 -00.144839 -00.018355 -09.676422 +0.000175 +0.000889 +0.002442 +14.57
481297041 -00.246372 -00.014027 -09.648680 +0.001910 +0.001334 +0.004963 +15.43
481297046 -00.211865 -00.012460 -09.834076 +0.002246 +0.002645 +0.003552 +09.04
481297051 +00.001078 +00.155329 -09.882626 +0.004501 +0.008919 +0.003570 +09.04
481297056 -00.018016 +00.217596 -09.920151 +0.002367 +0.007371 +0.009061 +14.84
481297061 -00.018016 +00.217596 -09.920151 +0.002367 +0.007371 +0.009061 +03.92
481297066 -00.027821 +00.136422 -09.911672 -0.001648 +0.000766 +0.009193 +10.45
481297071 -00.091108 +00.044869 -09.813303 -0.001277 -0.002338 +0.002903 +01.95
481297076 -00.222210 +00.047870 -09.628691 -0.000155 -0.002647 +0.002435 +11.05
481297081 -00.318726 -00.061525 -09.692726 +0.000763 -0.001919 +0.006997 +11.05
481297086 -00.086948 -00.070697 -09.676539 -0.002261 +0.004328 +0.007468 +08.61
481297091 -00.086948 -00.070697 -09.676539 -0.001554 +0.015963 +0.003718 +11.30
481297096 -00.042883 +00.187472 -09.739771 -0.001576 +0.007930 +0.003705 +12.47
481297101 -00.138751 +00.283962 -09.901366 -0.004865 -0.000082 +0.011067 +07.98
481297106 -00.085746 +00.136378 -09.921698 -0.001248 +0.006028 +0.002288 +10.06
481297111 -00.091317 -00.031670 -09.785639 -0.001664 +0.004223 -0.004945 +10.06
481297116 -00.323299 -00.108538 -09.779035 +0.002109 +0.004284 +0.001668 +11.31
481297121 -00.323299 -00.108538 -09.779035 +0.007870 +0.004959 +0.001060 +05.44
481297126 -00.230890 -00.030887 -09.920173 +0.004175 +0.013223 +0.005461 +09.29
481297131 -00.013476 +00.107606 -09.883317 +0.000010 +0.014469 +0.006864 +15.88
481297136 +00.005581 +00.283035 -09.747745 -0.001284 +0.005962 +0.006060 +05.33
481297141 -00.018638 +00.178214 -09.768242 -0.003645 +0.005861 +0.002123 +05.33
481297146 -00.120518 +00.029618 -09.704215 -0.003645 +0.005861 +0.002123 +08.96
481297151 -00.120518 +00.029618 -09.704215 -0.000604 +0.001403 +0.000397 +04.82
481297156 -00.304196 -00.018610 -09.687331 +0.001623 -0.005323 -0.000392 +10.96
481297161 -00.313709 -00.094402 -09.754975 -0.000296 +0.005380 +0.002762 +08.02
481297166 -00.090975 -00.002402 -09.866242 +0.005629 +0.009419 +0.002789 +05.93
481297171 +00.044364 +00.216844 -09.810096 +0.006266 +0.008618 +0.002789 +05.93
481297176 -00.105153 +00.164685 -09.888199 -0.007519 +0.008654 +0.006986 +12.92
481297181 -00.105153 +00.164685 -09.888199 -0.004487 +0.005300 +0.006519 +16.46
481297186 -00.105575 +00.035377 -09.823065 -0.000635 -0.000731 +0.003065 +06.54
481297191 -00.168824 -00.027560 -09.724358 -0.001161 -0.006414 +0.006355 +12.43
481297196 -00.294192 +00.039217 -09.757988 +0.004442 -0.002858 +0.006380 +07.65
481297201 -00.172950 +00.059543 -09.880506 +0.006998 +0.005623 +0.008916 +07.65
481297206 +00.039796 +00.146063 -09.906210 +0.005090 +0.008671 +0.008758 +10.04
481297211 +00.039796 +00.146063 -09.906210 +0.001552 +0.009897 +0.011419 +14.99
481297216 -00.085812 +00.193302 -09.882931 +0.001109 +0.004525 +0.006066 +09.52
481297221 -00.028570 +00.068232 -09.736295 -0.000526 +0.002534 +0.009357 +14.97
481297226 -00.154211 +00.077356 -09.718229 -0.000297 -0.005972 -0.000399 +08.29
481297231 -00.299469 +00.023978 -09.643929 -0.000297 -0.005972 -0.000399 +08.29
481297236 -00.236662 -00.056700 -09.677671 +0.004494 -0.006442 -0.000070 +16.14
481297241 -00.236662 -00.056700 -09.677671 +0.003153 +0.003673 +0.009372 +09.19
481297246 -00.014164 -00.008008 -09.741833 +0.003741 +0.010298 +0.016613 +10.56
481297251 -00.080983 +00.179043 -09.887820 +0.002197 +0.010229 +0.010950 +08.71
481297256 -00.143388 +00.308143 -09.943977 -0.005136 +0.002403 +0.006670 +12.47
481297261 -00.032686 +00.136335 -09.902191 -0.006864 +0.002290 +0.003520 +12.47
481297266 -00.062299 -00.017263 -09.789979 -0.000083 +0.006277 -0.002579 +09.68
481297271 -00.062299 -00.017263 -09.789979 -0.000108 +0.001754 -0.001172 +10.54
481297276 -00.241269 -00.089520 -09.749528 +0.002704 -0.002508 +0.004331 +07.09
481297281 -00.197248 -00.064470 -09.886945 +0.001685 +0.005372 +0.012984 +01.62
481297286 +00.010458 +00.145235 -09.811236 -0.000187 +0.014722 +0.010792 +11.59
481297291 -00.042587 +00.235664 -09.801103 -0.003371 +0.011055 +0.008418 +11.59
481297296 -00.057206 +00.125979 -09.807289 -0.003706 +0.001594 +0.007302 +11.60
481297301 -00.057206 +00.125979 -09.807289 +0.000359 -0.001785 -0.000862 +07.29
481297306 -00.168769 -00.013176 -09.733711 +0.007276 -0.000079 -0.005079 +12.57
481297311 -00.347908 -00.052508 -09.635730 +0.007276 -0.000079 -0.005079 +04.20
481297316 -00.241289 -00.118097 -09.754628 +0.007276 -0.000079 -0.005079 +06.60
481297321 +00.020140 +00.054945 -09.850315 -0.000380 +0.016260 +0.014723 +06.60
481297326 +00.054144 +00.226633 -09.838466 +0.001127 +0.010633 +0.005918 +14.13
481297331 +00.054144 +00.226633 -09.838466 +0.000783 +0.008669 +0.007957 +10.96
481297336 -00.090531 +00.103175 -09.945942 -0.001795 +0.001269 +0.007936 +07.89
481297341 -00.071576 +00.016830 -09.880132 +0.000191 +0.004917 +0.001820 +11.35
481297346 -00.159097 -00.017887 -09.738445 +0.001627 -0.003877 -0.000389 +04.74
481297351 -00.270123 -00.008464 -09.753582 +0.000143 -0.002365 +0.004794 +04.74
481297356 -00.124675 +00.040566 -09.880312 -0.001151 +0.001919 +0.007625 +11.13
481297361 -00.124675 +00.040566 -09.880312 +0.003635 +0.008636 +0.010481 +09.32
481297366 +00.005900 +00.188609 -09.867906 +0.007152 +0.006732 +0.009862 +12.76
481297371 -00.100161 +00.179310 -09.926078 -0.000194 +0.005436 +0.008892 +07.13
481297376 -00.066904 +00.045034 -09.827377 -0.001746 +0.004874 +0.003856 +02.67
481297381 -00.149677 +00.029174 -09.656854 -0.002091 -0.006044 +0.003366 +02.67
481297386 -00.270490 +00.009769 -09.648608 +0.004803 -0.000864 +0.002612 +13.86
481297391 -00.270490 +00.009769 -09.648608 +0.006355 -0.000302 +0.007647 +13.05
481297396 -00.140053 -00.118308 -09.701372 +0.006355 -0.000302 +0.007647 +09.17
481297401 +00.034087 -00.031792 -09.736934 -0.001671 +0.004083 +0.012499 +08.52
481297406 -00.085691 +00.217340 -09.906455 +0.000777 +0.005142 +0.007480 +08.62
481297411 -00.148269 +00.203401 -09.969067 -0.000521 -0.001134 +0.007780 +08.62
481297416 -00.032890 +00.116874 -09.854804 -0.000521 -0.001134 +0.007780 +05.78
481297421 -00.032890 +00.116874 -09.854804 -0.002069 +0.004067 +0.004011 +08.32
481297426 -00.120167 -00.040962 -09.824094 +0.003695 -0.000849 +0.001508 +15.32
481297431 -00.274981 -00.056090 -09.763711 +0.004608 -0.000608 +0.006384 +13.20
481297436 -00.168413 -00.026678 -09.833867 -0.000223 +0.001547 +0.010771 +12.73
481297441 +00.097192 +00.149724 -09.753288 +0.002695 +0.012663 +0.009699 +12.73
481297446 -00.023140 +00.264512 -09.824403 +0.003508 +0.007895 +0.006865 +09.71
481297451 -00.023140 +00.264512 -09.824403 -0.000811 +0.001158 +0.005268 +08.09
481297456 -00.057190 +00.045169 -09.841577 +0.003064 +0.001722 +0.001353 -00.85
481297461 -00.183366 -00.013436 -09.705269 +0.004199 +0.004792 +0.000576 +04.73
481297466 -00.371795 -00.028213 -09.697554 +0.004978 +0.003480 +0.002305 +12.95
481297471 -00.202774 -00.132555 -09.725893 +0.007648 +0.006764 +0.008135 +12.95
481297476 +00.073028 +00.059288 -09.783138 +0.000756 +0.013737 +0.012208 +06.26
481297481 +00.073028 +00.059288 -09.783138 +0.000756 +0.013737 +0.012208 +09.84
481297486 +00.010772 +00.260043 -09.852733 -0.000068 +0.007294 +0.012981 +08.23
481297491 -00.124394 +00.050681 -09.951618 -0.002185 +0.001427 -0.001337 +08.67
481297496 -00.124880 +00.006836 -09.837855 +0.000191 +0.004277 +0.001662 +06.69
481297501 -00.197943 -00.051697 -09.696324 +0.003984 -0.001063 +0.004652 +06.69
481297506 -00.289139 +00.006418 -09.829761 +0.004248 -0.004838 +0.009362 +07.13
481297511 -00.289139 +00.006418 -09.829761 +0.003484 +0.005613 +0.008747 +12.83
481297516 -00.134279 +00.069200 -09.884818 +0.003492 +0.008826 +0.008752 +04.32
481297521 +00.006193 +00.208261 -09.939099 -0.002231 +0.009499 +0.005748 +14.75
481297526 -00.076278 +00.178784 -09.854449 -0.004326 +0.005943 +0.006521 +02.23
481297531 -00.067158 +00.053997 -09.755845 -0.003052 +0.003541 +0.006364 +02.23
481297536 -00.173749 +00.100625 -09.651457 -0.000212 -0.002750 +0.008407 +09.17
481297541 -00.173749 +00.100625 -09.651457 +0.001106 -0.002993 +0.004168 +11.93
481297546 -00.328181 +00.038763 -09.710670 -0.002367 +0.002827 +0.001336 +09.91
481297551 -00.135023 -00.075068 -09.738912 -0.002216 +0.016560 +0.006231 +14.79
481297556 +00.029374 +00.082584 -09.726099 +0.002409 +0.014481 +0.006715 +20.30
481297561 -00.085923 +00.283420 -09.819962 +0.001179 +0.001327 +0.014547 +20.30
481297566 -00.133821 +00.198585 -09.959475 +0.001179 +0.001327 +0.014547 +04.47
481297571 -00.133821 +00.198585 -09.959475 +0.000879 +0.000882 +0.012345 +02.45
481297576 -00.076477 +00.083245 -09.836532 +0.000635 +0.001495 +0.004645 +10.32
481297581 -00.240933 +00.001557 -09.805591 +0.000469 -0.005550 +0.003219 +08.48
481297586 -00.332650 -00.050827 -09.840339 -0.000162 -0.002979 +0.003063 +09.76
481297591 -00.168358 -00.012293 -09.843220 +0.000136 +0.004816 +0.007634 +09.76
481297596 +00.063559 +00.202346 -09.781529 +0.002341 +0.008923 +0.012206 +02.34
481297601 +00.063559 +00.202346 -09.781529 -0.001011 +0.008279 +0.011565 +12.88
481297606 -00.037704 +00.235789 -09.815345 -0.004942 +0.007101 +0.004478 +12.37
481297611 -00.095905 +00.082975 -09.808133 -0.007498 +0.004695 +0.003679 +17.90
481297616 -00.231666 +00.000733 -09.700759 -0.002243 -0.002194 +0.003686 +01.29
481297621 -00.328459 -00.009390 -09.654099 +0.001900 -0.007157 +0.003535 +01.29
481297626 -00.159064 -00.112927 -09.782425 +0.005205 +0.004914 +0.012367 +12.09
481297631 -00.159064 -00.112927 -09.782425 +0.005205 +0.004914 +0.012367 +13.39
481297636 +00.078166 +00.117028 -09.844316 -0.002608 +0.010832 +0.012192 +12.73
481297641 -00.042415 +00.231278 -09.848772 -0.002455 +0.002348 +0.010450 +10.12
481297646 -00.105407 +00.054761 -09.860929 -0.004338 +0.000644 +0.006355 +10.72
481297651 -00.130092 -00.013019 -09.742897 -0.004338 +0.000644 +0.006355 +10.72
481297656 -00.217274 -00.032737 -09.686744 -0.002857 +0.000088 +0.001645 +20.20
481297661 -00.217274 -00.032737 -09.686744 +0.002698 -0.001721 +0.005275 +06.85
481297666 -00.260287 +00.029979 -09.786375 +0.002064 -0.003311 +0.004171 +13.73
481297671 -00.104982 +00.146030 -09.940799 +0.001496 +0.002890 -0.001479 +06.05
481297676 -00.051720 +00.217756 -09.949013 -0.001366 +0.007222 -0.001796 +03.98
481297681 -00.018464 +00.135789 -09.830646 +0.000786 +0.002280 +0.005747 +03.98
481297686 -00.028639 +00.030039 -09.731985 -0.001970 +0.001720 +0.009665 +11.33
